                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  3.593,                 3.8389,                 4.2025,                0.00608,                 0.3788,                0.02659,                 0.0062,                 3.6528,                 3.9022,                 4.1493,             0.00040008,             0.00040008,             0.00040008
